,STORESpollen,STOREShoney,STORESnectar,BroodCells,BEESadult,WEIGHTcolony
268,0.0,50610.86976917669,0.0,303.2090744404242,33212.55806732783,51.90505429650816
269,0.0,50537.31442259275,0.0,281.6669084168235,32901.93809459512,51.835247710417306
270,0.0,50464.92189503765,0.0,262.30715716620523,32593.895483125714,51.766351384637275
271,7.870523163929453,50392.54488885771,35.67067706097821,244.46604942894905,32288.16522721728,51.71503561852575
272,7.7136195499597475,50335.29640695897,39.47056516356487,228.5980708853649,31980.264661672747,51.65563488353751
273,11.529060816551766,50280.128477129845,71.39026170924772,213.3601694534334,31673.22748069891,51.61044673950355
274,3.7690523371118285,50239.798227395906,27.05691691747836,199.029665448405,31366.867293562413,51.53735722398655
275,0.0,50183.38359034724,0.0,185.83083553349024,31065.37577891726,51.465217840221534
276,0.0,50117.108478418966,0.0,172.45702713505366,30768.190177689015,51.40114581053701
277,0.0,50051.73782582173,0.0,161.122527078364,30473.350391647833,51.33788697056664
278,0.27194035358940183,49987.18877385532,2.2002072522003675,150.37903257105413,30180.459029062564,51.276298858408474
279,3.6042436188769056,49923.87106251376,19.867530397062286,140.21600506186857,29889.619510956643,51.223009230570746
280,2.8277076232669636,49868.53289456047,18.08186777700099,131.05521273220404,29599.095800631934,51.16447943542535
281,6.1172801964528,49812.83172618878,24.41908013314276,122.20022659826441,29311.008163802908,51.11046011473134
282,2.340678355317422,49760.9697577363,17.969794722573656,114.34310677915424,29024.006867247524,51.051446521658875
283,0.22612534833283782,49707.69591714436,1.422062529462906,106.68471537849915,28740.456371026074,50.988182280571706
284,0.0,49648.58940831397,0.0,100.17307971805808,28460.381126455428,50.929333061656756
285,0.0,49589.63974869955,0.0,93.76444844900402,28182.73045713281,50.87154668506271
286,0.0,49531.41904115867,0.0,87.60481486585965,27907.333781138015,50.81434769091299
287,0.0,49473.88599186545,0.0,82.25336130187995,27634.40286322258,50.75779833156371
288,0.0,49417.05133683543,0.0,76.73320615571538,27363.75061542044,50.70181967248804
